,Point of Sale Country,Company Name,Department,Travel Start Date,Travel End Date,Origin,Destination,Route,In Policy,Booking Method,Segment Count,Employee ID,Unit of Measurement,Currency,Mileage,Carbon Emission,Ticket Expense,Mileage Per ticket,Ticket Expense Per ticket,Carbon Emission Per ticket,Day of Week
3,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-12,2022-07-12,Banbury,London Marylebone,Banbury - London Marylebone,Yes,Online,1,20298.0,Kg|Km,GBP,120.86,4.96729,45.3,120.86,45.3,4.96729,Tuesday
687,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-10-20,2021-10-20,London Victoria,Bearsted,London Victoria - Bearsted,Yes,Online,1,14792.0,Kg|Km,GBP,64.19,2.63827,25.3,64.19,25.3,2.63827,Wednesday
688,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-10-01,2020-10-01,London Victoria,Bearsted,London Victoria - Bearsted,Yes,Online,1,14792.0,Kg|Km,GBP,64.19,2.63827,24.7,64.19,24.7,2.63827,Thursday
689,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-11-03,2022-11-03,London Victoria,Bearsted,London Victoria - Bearsted,Yes,Online,1,14792.0,Kg|Km,GBP,64.19,2.63827,26.3,64.19,26.3,2.63827,Thursday
697,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-08-12,2021-09-12,Macclesfield,London Euston,Macclesfield - London Euston,Yes,Online,2,15757.0,Kg|Km,GBP,589.43,24.22539,91.9,294.715,45.95,12.112695,Thursday
698,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-04-13,2022-04-13,Macclesfield,London Euston,Macclesfield - London Euston,Yes,Online,1,20047.0,Kg|Km,GBP,294.82,12.11691,66.7,294.82,66.7,12.11691,Wednesday
699,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-03-27,2023-03-27,Macclesfield,London Euston,Macclesfield - London Euston,Yes,Online,1,15757.0,Kg|Km,GBP,294.82,12.11691,70.7,294.82,70.7,12.11691,Monday
700,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-12,2022-08-12,Macclesfield,London Euston,Macclesfield - London Euston,Yes,Online,2,15757.0,Kg|Km,GBP,589.43,24.22539,95.4,294.715,47.7,12.112695,Tuesday
701,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-25,2020-02-26,Macclesfield,London Euston,Macclesfield - London Euston,Yes,Online,2,29432.0,Kg|Km,GBP,589.43,24.22539,254.0,294.715,127.0,12.112695,Tuesday
702,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-25,2020-02-25,Macclesfield,London Euston,Macclesfield - London Euston,Yes,Online,1,15757.0,Kg|Km,GBP,294.82,12.11691,177.0,294.82,177.0,12.11691,Tuesday
703,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-12-07,2022-07-13,Macclesfield,London Euston,Macclesfield - London Euston,Yes,Online,2,15757.0,Kg|Km,GBP,589.43,24.22539,95.4,294.715,47.7,12.112695,Wednesday
704,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-11-10,2022-12-10,Macclesfield,London Euston,Macclesfield - London Euston,Yes,Online,2,15757.0,Kg|Km,GBP,589.43,24.22539,95.4,294.715,47.7,12.112695,Thursday
705,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-02-22,2022-02-23,Macclesfield,Macclesfield,Macclesfield - Macclesfield,Yes,Online,6,15757.0,Kg|Km,GBP,1768.07,72.66775,128.6,294.67833333333334,21.433333333333334,12.111291666666666,Tuesday
706,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-02-10,2023-03-10,Macclesfield,Macclesfield,Macclesfield - Macclesfield,Yes,Online,3,15757.0,Kg|Km,GBP,884.04,36.33388,110.7,294.68,36.9,12.111293333333334,Friday
707,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-07-03,2023-10-03,Macclesfield,Macclesfield,Macclesfield - Macclesfield,Yes,Online,3,15757.0,Kg|Km,GBP,884.04,36.33388,73.5,294.68,24.5,12.111293333333334,Monday
708,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-04-07,2023-04-07,Macclesfield,Macclesfield,Macclesfield - Macclesfield,Yes,Online,3,15757.0,Kg|Km,GBP,884.04,36.33388,252.3,294.68,84.10000000000001,12.111293333333334,Friday
709,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-04-12,2023-04-12,Macclesfield,Newport (South Wales),Macclesfield - Newport (South Wales),Yes,Online,1,15757.0,Kg|Km,GBP,257.3,10.57521,43.7,257.3,43.7,10.57521,Wednesday
710,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-11-27,2023-11-27,Macclesfield,Newport (South Wales),Macclesfield - Newport (South Wales),Yes,Online,1,15757.0,Kg|Km,GBP,257.3,10.57521,62.0,257.3,62.0,10.57521,Monday
711,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-03-24,2023-03-24,Manchester Airport,Colwyn Bay,Manchester Airport - Colwyn Bay,Yes,Online,1,24666.0,Kg|Km,GBP,110.92,4.55871,42.1,110.92,42.1,4.55871,Friday
712,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-04-14,2023-04-14,Manchester Airport,Colwyn Bay,Manchester Airport - Colwyn Bay,Yes,Online,1,24666.0,Kg|Km,GBP,110.92,4.55871,25.6,110.92,25.6,4.55871,Friday
713,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-03-17,2023-03-17,Manchester Airport,Colwyn Bay,Manchester Airport - Colwyn Bay,Yes,Online,1,24666.0,Kg|Km,GBP,110.92,4.55871,42.1,110.92,42.1,4.55871,Friday
714,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-05-14,2023-05-14,Manchester Airport,Colwyn Bay,Manchester Airport - Colwyn Bay,Yes,Online,1,24666.0,Kg|Km,GBP,110.92,4.55871,28.5,110.92,28.5,4.55871,Sunday
715,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-11-24,2022-11-24,Manchester Airport,Crewe,Manchester Airport - Crewe,Yes,Online,1,20298.0,Kg|Km,GBP,45.44,1.86773,13.1,45.44,13.1,1.86773,Thursday
717,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-11-16,2023-11-16,Manchester Airport,Edinburgh,Manchester Airport - Edinburgh,Yes,Online,1,15366.0,Kg|Km,GBP,353.22,14.51728,57.9,353.22,57.9,14.51728,Thursday
718,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-09-11,2023-09-11,Manchester Airport,Edinburgh,Manchester Airport - Edinburgh,Yes,Online,1,15366.0,Kg|Km,GBP,353.22,14.51728,51.5,353.22,51.5,14.51728,Monday
719,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-05-05,2023-08-05,Manchester Airport,Manchester Airport,Manchester Airport - Manchester Airport,Yes,Online,3,24666.0,Kg|Km,GBP,333.76,13.71748,48.4,111.25333333333333,16.133333333333333,4.572493333333333,Friday
720,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-06-04,2023-10-04,Manchester Airport,Manchester Airport,Manchester Airport - Manchester Airport,Yes,Online,3,24666.0,Kg|Km,GBP,355.7,14.61944,48.4,118.56666666666666,16.133333333333333,4.873146666666667,Sunday
721,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-10-03,2023-03-13,Manchester Airport,Manchester Airport,Manchester Airport - Manchester Airport,Yes,Online,3,24666.0,Kg|Km,GBP,355.7,14.61944,45.6,118.56666666666666,15.200000000000001,4.873146666666667,Tuesday
722,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-02-17,2023-02-17,Manchester Airport,Motherwell,Manchester Airport - Motherwell,Yes,Online,1,15538.0,Kg|Km,GBP,336.98,13.84968,33.3,336.98,33.3,13.84968,Friday
726,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-08-31,2021-08-31,Manchester Oxford Road,Livingston North,Manchester Oxford Road - Livingston North,Yes,Online,4,24784.0,Kg|Km,GBP,1360.77,55.92746,165.2,340.1925,41.3,13.981865,Tuesday
727,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-12-13,2021-12-13,Manchester Oxford Road,Livingston North,Manchester Oxford Road - Livingston North,Yes,Online,4,24784.0,Kg|Km,GBP,1360.77,55.92746,87.0,340.1925,21.75,13.981865,Monday
728,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-05-07,2022-06-07,Manchester Oxford Road,Thetford,Manchester Oxford Road - Thetford,Yes,Online,2,15617.0,Kg|Km,GBP,550.53,22.62696,110.0,275.265,55.0,11.31348,Saturday
729,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-10-10,2023-12-10,Manchester Oxford Road,Thetford,Manchester Oxford Road - Thetford,Yes,Online,2,27757.0,Kg|Km,GBP,550.53,22.62696,126.3,275.265,63.15,11.31348,Tuesday
730,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-02-16,2022-02-18,Manchester Piccadilly,Basingstoke,Manchester Piccadilly - Basingstoke,Yes,Online,2,24775.0,Kg|Km,GBP,650.13,26.72019,102.5,325.065,51.25,13.360095,Wednesday
749,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-20,2022-07-20,Manchester Piccadilly,Cardiff Central,Manchester Piccadilly - Cardiff Central,Yes,Online,3,27756.0,Kg|Km,GBP,889.96,36.57744,77.5,296.65333333333336,25.833333333333332,12.192480000000002,Wednesday
750,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-03-08,2022-03-08,Manchester Piccadilly,Edinburgh,Manchester Piccadilly - Edinburgh,Yes,Online,1,15366.0,Kg|Km,GBP,345.46,14.19861,45.6,345.46,45.6,14.19861,Tuesday
754,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-05-13,2022-05-13,Manchester Piccadilly,Edinburgh,Manchester Piccadilly - Edinburgh,Yes,Online,3,24674.0,Kg|Km,GBP,1035.81,42.57162,66.7,345.27,22.233333333333334,14.19054,Friday
757,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-12-12,2021-12-12,Manchester Piccadilly,Edinburgh,Manchester Piccadilly - Edinburgh,Yes,Online,2,19444.0,Kg|Km,GBP,690.93,28.39722,83.1,345.465,41.55,14.19861,Sunday
760,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-07-01,2020-07-01,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,27757.0,Kg|Km,GBP,696.6,28.63035,58.3,348.3,29.15,14.315175,Wednesday
761,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-04-02,2020-04-02,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,27757.0,Kg|Km,GBP,696.6,28.63035,96.35,348.3,48.175,14.315175,Thursday
762,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-09-05,2022-11-05,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,24775.0,Kg|Km,GBP,696.6,28.63035,149.8,348.3,74.9,14.315175,Monday
765,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-01-28,2020-01-28,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,27757.0,Kg|Km,GBP,696.6,28.63035,58.3,348.3,29.15,14.315175,Tuesday
766,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-18,2022-07-22,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,24775.0,Kg|Km,GBP,696.6,28.63035,149.8,348.3,74.9,14.315175,Monday
767,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-11-02,2020-11-02,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,27757.0,Kg|Km,GBP,696.6,28.63035,58.3,348.3,29.15,14.315175,Monday
768,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-06-06,2022-09-06,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,24775.0,Kg|Km,GBP,696.6,28.63035,149.8,348.3,74.9,14.315175,Monday
769,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-06-06,2022-06-06,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,24784.0,Kg|Km,GBP,696.6,28.63035,94.0,348.3,47.0,14.315175,Monday
770,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-02-08,2022-05-08,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,24775.0,Kg|Km,GBP,696.6,28.63035,149.8,348.3,74.9,14.315175,Tuesday
771,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-09,2022-09-09,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,24775.0,Kg|Km,GBP,696.6,28.63035,149.8,348.3,74.9,14.315175,Saturday
772,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-01-21,2020-01-21,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,27757.0,Kg|Km,GBP,696.6,28.63035,58.3,348.3,29.15,14.315175,Tuesday
773,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-19,2020-02-19,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,27757.0,Kg|Km,GBP,696.6,28.63035,96.35,348.3,48.175,14.315175,Wednesday
774,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-03,2020-02-03,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,27757.0,Kg|Km,GBP,696.6,28.63035,96.35,348.3,48.175,14.315175,Monday
777,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-03-29,2022-03-31,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,24775.0,Kg|Km,GBP,696.6,28.63035,149.8,348.3,74.9,14.315175,Tuesday
779,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-01-14,2020-01-14,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,27757.0,Kg|Km,GBP,696.6,28.63035,58.3,348.3,29.15,14.315175,Tuesday
780,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-03-05,2022-05-05,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,24775.0,Kg|Km,GBP,696.6,28.63035,149.8,348.3,74.9,14.315175,Saturday
781,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-02-18,2022-02-18,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,15538.0,Kg|Km,GBP,696.22,28.61453,63.4,348.11,31.7,14.307265,Friday
783,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-09-20,2022-09-21,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,24775.0,Kg|Km,GBP,696.6,28.63035,149.8,348.3,74.9,14.315175,Tuesday
784,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-05-13,2022-05-13,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,3,25244.0,Kg|Km,GBP,1044.71,42.93761,71.4,348.2366666666667,23.8,14.312536666666666,Friday
785,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-03-10,2022-03-10,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,24775.0,Kg|Km,GBP,696.6,28.63035,149.8,348.3,74.9,14.315175,Thursday
786,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-04-07,2021-04-07,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,1,20645.0,Kg|Km,GBP,348.11,14.30726,63.4,348.11,63.4,14.30726,Wednesday
787,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-06-20,2022-06-22,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,24775.0,Kg|Km,GBP,696.6,28.63035,149.8,348.3,74.9,14.315175,Monday
788,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-06-27,2022-06-30,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,24775.0,Kg|Km,GBP,696.6,28.63035,149.8,348.3,74.9,14.315175,Monday
789,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-08-15,2022-08-19,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,24775.0,Kg|Km,GBP,696.6,28.63035,149.8,348.3,74.9,14.315175,Monday
790,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-08-22,2022-08-26,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,2,24775.0,Kg|Km,GBP,696.6,28.63035,149.8,348.3,74.9,14.315175,Monday
791,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-01-23,2023-01-23,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,1,24784.0,Kg|Km,GBP,348.11,14.30726,52.7,348.11,52.7,14.30726,Monday
792,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-10-02,2020-11-02,Manchester Piccadilly,Glasgow Central,Manchester Piccadilly - Glasgow Central,Yes,Online,3,25096.0,Kg|Km,GBP,1044.33,42.92179,56.1,348.10999999999996,18.7,14.307263333333333,Friday
796,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-10-11,2022-10-11,Manchester Piccadilly,Leeds,Manchester Piccadilly - Leeds,Yes,Online,2,24784.0,Kg|Km,GBP,136.17,5.5967,37.0,68.085,18.5,2.79835,Tuesday
797,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-03-29,2022-03-29,Manchester Piccadilly,Livingston North,Manchester Piccadilly - Livingston North,Yes,Online,2,24784.0,Kg|Km,GBP,683.11,28.076,90.3,341.555,45.15,14.038,Tuesday
799,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-10-02,2020-10-02,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,1,29160.0,Kg|Km,GBP,318.47,13.08892,183.0,318.47,183.0,13.08892,Friday
800,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-03-03,2020-03-03,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,4,29715.0,Kg|Km,GBP,1274.25,52.37181,259.0,318.5625,64.75,13.0929525,Tuesday
801,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-01-28,2020-01-28,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,2,17768.0,Kg|Km,GBP,637.13,26.1859,198.05,318.565,99.025,13.09295,Tuesday
803,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-07-13,2023-07-13,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,1,27757.0,Kg|Km,GBP,318.47,13.08892,43.0,318.47,43.0,13.08892,Thursday
804,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-05-25,2022-05-25,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,1,27093.0,Kg|Km,GBP,318.47,13.08892,161.9,318.47,161.9,13.08892,Wednesday
806,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-18,2020-02-18,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,2,17768.0,Kg|Km,GBP,637.13,26.1859,245.0,318.565,122.5,13.09295,Tuesday
807,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-05-03,2020-05-03,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,1,28022.0,Kg|Km,GBP,318.47,13.08892,91.1,318.47,91.1,13.08892,Sunday
808,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-05-03,2020-05-03,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,1,26959.0,Kg|Km,GBP,318.47,13.08892,91.1,318.47,91.1,13.08892,Sunday
812,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-10-01,2023-10-01,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,2,20298.0,Kg|Km,GBP,636.93,26.17784,68.6,318.465,34.3,13.08892,Sunday
813,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-10-17,2022-10-17,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,1,15538.0,Kg|Km,GBP,318.47,13.08892,184.7,318.47,184.7,13.08892,Monday
814,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-02-03,2022-02-03,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,2,24784.0,Kg|Km,GBP,637.13,26.1859,369.4,318.565,184.7,13.09295,Thursday
815,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-09-10,2023-09-10,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,1,15688.0,Kg|Km,GBP,318.47,13.08892,47.0,318.47,47.0,13.08892,Sunday
816,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-01-15,2020-01-15,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,2,25944.0,Kg|Km,GBP,637.13,26.1859,174.05,318.565,87.025,13.09295,Wednesday
818,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-12-07,2022-12-07,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,2,24544.0,Kg|Km,GBP,637.13,26.1859,369.4,318.565,184.7,13.09295,Wednesday
821,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-04-10,2022-04-10,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,2,15538.0,Kg|Km,GBP,637.13,26.1859,98.1,318.565,49.05,13.09295,Sunday
822,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-10-01,2023-10-01,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,2,15589.0,Kg|Km,GBP,636.93,26.17784,68.6,318.465,34.3,13.08892,Sunday
824,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-06-02,2020-06-02,Manchester Piccadilly,London Euston,Manchester Piccadilly - London Euston,Yes,Online,2,25096.0,Kg|Km,GBP,637.13,26.1859,245.0,318.565,122.5,13.09295,Tuesday
828,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-09-25,2023-02-10,Manchester Piccadilly,Manchester Piccadilly,Manchester Piccadilly - Manchester Piccadilly,Yes,Online,3,17768.0,Kg|Km,GBP,955.79,39.28289,82.0,318.59666666666664,27.333333333333332,13.094296666666667,Monday
832,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-07-11,2023-08-11,Manchester Piccadilly,Manchester Piccadilly,Manchester Piccadilly - Manchester Piccadilly,Yes,Online,3,15608.0,Kg|Km,GBP,955.79,39.28289,122.7,318.59666666666664,40.9,13.094296666666667,Tuesday
835,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-06-19,2023-06-20,Manchester Piccadilly,Manchester Piccadilly,Manchester Piccadilly - Manchester Piccadilly,Yes,Online,3,20753.0,Kg|Km,GBP,955.79,39.28289,97.0,318.59666666666664,32.333333333333336,13.094296666666667,Monday
836,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-12-18,2023-12-18,Manchester Piccadilly,Manchester Piccadilly,Manchester Piccadilly - Manchester Piccadilly,Yes,Online,3,17768.0,Kg|Km,GBP,955.79,39.28289,186.0,318.59666666666664,62.0,13.094296666666667,Monday
842,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-06-12,2023-07-12,Manchester Piccadilly,Manchester Piccadilly,Manchester Piccadilly - Manchester Piccadilly,Yes,Online,3,20047.0,Kg|Km,GBP,955.79,39.28289,74.0,318.59666666666664,24.666666666666668,13.094296666666667,Monday
844,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-11-16,2021-11-17,Manchester Piccadilly,Manchester Piccadilly,Manchester Piccadilly - Manchester Piccadilly,Yes,Online,3,15617.0,Kg|Km,GBP,955.79,39.28289,64.7,318.59666666666664,21.566666666666666,13.094296666666667,Tuesday
845,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-11-16,2021-11-17,Manchester Piccadilly,Manchester Piccadilly,Manchester Piccadilly - Manchester Piccadilly,Yes,Online,3,15608.0,Kg|Km,GBP,955.79,39.28289,61.6,318.59666666666664,20.533333333333335,13.094296666666667,Tuesday
847,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-06-22,2021-06-23,Manchester Piccadilly,Manchester Piccadilly,Manchester Piccadilly - Manchester Piccadilly,Yes,Online,3,25096.0,Kg|Km,GBP,955.79,39.28289,210.4,318.59666666666664,70.13333333333334,13.094296666666667,Tuesday
848,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-09-20,2023-09-22,Manchester Piccadilly,Manchester Piccadilly,Manchester Piccadilly - Manchester Piccadilly,Yes,Online,3,24146.0,Kg|Km,GBP,955.79,39.28289,150.0,318.59666666666664,50.0,13.094296666666667,Wednesday
